Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Physical Address,Oral Pills (contraception),Injectables,IUDs (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester
East Griqualand  Pharmacy,29.425502,-30.553227,,ICPA,"Shop 19, 43 Hope Street",,,,,,,,,,,,,,,,,,,,
Ladismith Pharmacy,21.267045,-33.493723,,ICPA,32 van Riebeeck Street,,,,,,,,,,,,,,,,,,,,
Uvongo Pharmacy,30.39357,-30.833308,,ICPA,5 Foster Road,,,,,,,,,,,,,,,,,,,,
Endumeni  Pharmacy,30.240173,-28.161091,,ICPA,shop 3 56 Smith Street,,,,,,,,,,,,,,,,,,,,
Franle Pharmacy,29.94275,-27.7355,,ICPA,Shop 4,,,,,,,,,,,,,,,,,,,,
Whetstone Pharmacy,30.989272,-29.706672,,ICPA,25 Featherstone Place,,,,,,,,,,,,,,,,,,,,
Allandale Pharmacy,30.41443,-29.56667,,ICPA,85 Plymouth Rd,,,,,,,,,,,,,,,,,,,,
City Central Pharmacy,30.379055,-29.60414,,ICPA,218 Langalibalele Street,,,,,,,,,,,,,,,,,,,,
Debi-Place Pharmacy,30.40145,-29.567515,,ICPA,12 Debi Place,,,,,,,,,,,,,,,,,,,,
Edemed Pharmacy,30.321898,-29.647253,,ICPA,49 Selby Msimang Road,,,,,,,,,,,,,,,,,,,,
Hayfields Pharmacy,30.408924,-29.624076,,ICPA,"Shop 8-12, 28 Blackburrow Road",,,,,,,,,,,,,,,,,,,,
Laager Pharmacy,30.37275,-29.60782,,ICPA,"Shop 5, 88 Church Street",,,,,,,,,,,,,,,,,,,,
Medikist Pharmacy,30.40756,-29.57323,,ICPA,"14 Manchester Road, Shop 10",,,,,,,,,,,,,,,,,,,,
Omega Pharmacy,30.40776,-29.562585,,ICPA,604 Chotamotala Rd,,,,,,,,,,,,,,,,,,,,
Scottsville Pharmacy,30.397978,-29.618003,,ICPA,64 Alan Paton Ave,,,,,,,,,,,,,,,,,,,,
Skymed Pharmacy,30.407904,-29.563525,,ICPA,582 Chota Motala Road,,,,,,,,,,,,,,,,,,,,
Southgate Med Depot Pharmacy,30.381522,-29.637897,,ICPA,"Shop 6, 19 Trelawney Road",,,,,,,,,,,,,,,,,,,,
Sparkport - Raisethorpe Pharmacy,30.4073,-29.564973,,ICPA,553 Chota Motala Road,,,,,,,,,,,,,,,,,,,,
Umtshezi Pharmacy,29.8779,-29.00427,,ICPA,130 Connor Street,,,,,,,,,,,,,,,,,,,,
Hillcrest  Pharmacy,30.772079,-29.788885,,ICPA,Cnr Old Main Road and Inavan Road,,,,,,,,,,,,,,,,,,,,
Hillcrest Medicine Disp Pharmacy,30.766122,-29.773914,,ICPA,Nkutu Road,,,,,,,,,,,,,,,,,,,,
Khwezelanathi Pharmacy,30.894359,-29.79547,,ICPA,"Shop 8, 992 Zazi Road",,,,,,,,,,,,,,,,,,,,
Pinelands Pharmacy,30.854158,-29.827716,,ICPA,27C Caversham Road,,,,,,,,,,,,,,,,,,,,
Shepmed Pharmacy,30.875743,-29.800168,,ICPA,Shop 2,,,,,,,,,,,,,,,,,,,,
Pennington Pharmacy,30.695792,-30.38556,,ICPA,38 Pennington Drive,,,,,,,,,,,,,,,,,,,,
City Gate Pharmacy,31.06655,-29.727507,,ICPA,"Shop G077, 1 Palm Boulevard",,,,,,,,,,,,,,,,,,,,
The Square Ridge Pharmacy,31.06422,-29.734964,,ICPA,"G14/15, The Square",,,,,,,,,,,,,,,,,,,,
Umqulusi Pharmacy,30.719732,-27.98867,,ICPA,A615 Nzima Street,,,,,,,,,,,,,,,,,,,,
Crystal Pharmacy,29.426569,-30.549638,,ICPA,83 Main Street,,,,,,,,,,,,,,,,,,,,
Medi-Park Pharmacy,31.896105,-28.760821,,ICPA,Shop 6 Central Park Centre,,,,,,,,,,,,,,,,,,,,
Alpha Pharmacy,30.383002,-29.591564,,ICPA,476 Church Street,,,,,,,,,,,,,,,,,,,,
Ballims Pharmacy,30.386159,-29.59572,,ICPA,450 Church Street,,,,,,,,,,,,,,,,,,,,
Baxter Pharmacy,30.38559,-29.59668,,ICPA,426 Church Street,,,,,,,,,,,,,,,,,,,,
Beatrice St Pharmacy,31.015444,-29.852102,,ICPA,Shop 2 77 Beatrice Street,,,,,,,,,,,,,,,,,,,,
Bhamjee's Pharmacy,30.272748,-29.871524,,ICPA,65 Shepstone Street,,,,,,,,,,,,,,,,,,,,
Burgerstreet Pharmacy,30.385666,-29.602469,,ICPA,33 Burger Street,,,,,,,,,,,,,,,,,,,,
B-Well Plaza Pharmacy,31.890493,-28.741201,,ICPA,Shop 106,,,,,,,,,,,,,,,,,,,,
Cambrian Pharmacy,30.060078,-28.013611,,ICPA,22 Newcastle Road,,,,,,,,,,,,,,,,,,,,
Central Park Pharmacy,31.025569,-29.859555,,ICPA,269 Smith Street,,,,,,,,,,,,,,,,,,,,
Clin-care Pharmacy,29.93518,-27.75475,,ICPA,Shop 10,,,,,,,,,,,,,,,,,,,,
Daynite Pharmacy,31.036127,-29.85678,,ICPA,"Shop No. 9A, Sea Point Building",,,,,,,,,,,,,,,,,,,,
Delta Pharmacy,30.37833,-29.6019,,ICPA,518 Church Street,,,,,,,,,,,,,,,,,,,,
Duzimed Medicine Depot Pharmacy,30.386703,-29.60222,,ICPA,352 Burger Street,,,,,,,,,,,,,,,,,,,,
Edwards Pharmacy,31.89115,-28.74309,,ICPA,10 Union Street,,,,,,,,,,,,,,,,,,,,
Eshowe Mall Pharmacy,31.46331,-28.89015,,ICPA,35 Osborne Rd,,,,,,,,,,,,,,,,,,,,
Fields Centre Pharmacy,30.834343,-29.793369,,ICPA,13 Old Main Rd,,,,,,,,,,,,,,,,,,,,
Five Ways Pharmacy,31.901965,-28.757848,,ICPA,Cnr Paul Avenue & Baines Street,,,,,,,,,,,,,,,,,,,,
Hilton Pharmacy,30.300887,-29.561992,,ICPA,"Shop 16A, Hilton Quarry",,,,,,,,,,,,,,,,,,,,
Howick Pharmacy,30.234384,-29.484634,,ICPA,Shop 11 The Falls Shop Ctr,,,,,,,,,,,,,,,,,,,,
Hutten park Pharmacy,29.928031,-27.740184,,ICPA,"Shop 2, Gemsbok Ave",,,,,,,,,,,,,,,,,,,,
In-Med Pharmacy,30.88064,-29.822092,,ICPA," Shop 3A, 174 Old Main Road",,,,,,,,,,,,,,,,,,,,
Kokstad Pharmacy,29.426556,-30.550784,,ICPA,58A Main Street,,,,,,,,,,,,,,,,,,,,
Ladysmith Pharmacy,29.82256,-28.58174,,ICPA,262 Murchison Street,,,,,,,,,,,,,,,,,,,,
Longbury Pharmacy,30.997844,-29.709083,,ICPA,80 Longbury Drive,,,,,,,,,,,,,,,,,,,,
Lower Tugela Pharmacy,31.290829,-29.339872,,ICPA,30 Chief Albert Luthuli Street,,,,,,,,,,,,,,,,,,,,
Maharaj's Pharmacy,30.877615,-29.888577,,ICPA,9 Everest Street,,,,,,,,,,,,,,,,,,,,
Main Pharmacy,30.858971,-29.81646,,ICPA,32 Hill Street,,,,,,,,,,,,,,,,,,,,
Medico Pharmacy,31.887297,-28.744191,,ICPA,6 Byrne Road,,,,,,,,,,,,,,,,,,,,
Medi-marl Pharmacy,31.114746,-29.570602,,ICPA,"shop 6, 236 Main Road ",,,,,,,,,,,,,,,,,,,,
Mosenngoa Pharmacy,31.892155,-28.776267,,ICPA,Shop 2 Ngwelezane Shopping Complex,,,,,,,,,,,,,,,,,,,,
Orient Medicine Depot Pharmacy,30.22893,-29.486919,,ICPA,Shop 19-21 Havard Street,,,,,,,,,,,,,,,,,,,,
Peoples Choice Pharmacy,29.427092,-30.554554,,ICPA,"Shop 5, Groom Street",,,,,,,,,,,,,,,,,,,,
Plaza Pharmacy,31.613046,-27.377406,,ICPA,New Republic Street,,,,,,,,,,,,,,,,,,,,
Rantsho (Ezakheni) Pharmacy,28.207281,-25.739407,,ICPA,Ezakheni Plaza,,,,,,,,,,,,,,,,,,,,
Rantsho (Mandeni) Pharmacy,31.410752,-29.15507,,ICPA,Mandeni Plaza,,,,,,,,,,,,,,,,,,,,
Scotts Street Pharmacy,29.93429,-27.75563,,ICPA,131 Scott Street,,,,,,,,,,,,,,,,,,,,
Solly's Pharmacy,31.293155,-29.340879,,ICPA,36 Hulett Street,,,,,,,,,,,,,,,,,,,,
Sparkport - Overport Pharmacy,30.985064,-29.834049,,ICPA,382-400 Randles Road,,,,,,,,,,,,,,,,,,,,
Sparkport - Warner Beach Pharmacy,30.864698,-30.086517,,ICPA,125 Kingsway Road,,,,,,,,,,,,,,,,,,,,
Stanger Pharmacy,31.292418,-29.338342,,ICPA,13 Chief Albert Luthuli Street ,,,,,,,,,,,,,,,,,,,,
The Country Pharmacy,30.800586,-30.203362,,ICPA,11 Bisset Street,,,,,,,,,,,,,,,,,,,,
The Dundee Trading Pharmacy,30.236554,-28.163365,,ICPA,43A Victoria Street,,,,,,,,,,,,,,,,,,,,
The Howick Village Pharmacy,30.218601,-29.477329,,ICPA,Howick Med Ctr,,,,,,,,,,,,,,,,,,,,
Thrive Pharmacy,30.820107,-29.793517,,ICPA,1 Natalia Terrace,,,,,,,,,,,,,,,,,,,,
TM Winn Pharmacy,30.3783,-29.6013,,ICPA,62 Chief Albert Luthuli Street,,,,,,,,,,,,,,,,,,,,
Ulundi Pharmacy,31.422356,-28.298692,,ICPA,Shop number 19 Ondini Plaza ,,,,,,,,,,,,,,,,,,,,
Umhlanga Medisport Pharmacy,31.085023,-29.726542,,ICPA,Chatwell Drive,,,,,,,,,,,,,,,,,,,,
Umhlatuze Pharmacy,32.052245,-28.754884,,ICPA,Shop 10,,,,,,,,,,,,,,,,,,,,
Vallabhs Pharmacy,30.66466,-30.30698,,ICPA,3 Main Road,,,,,,,,,,,,,,,,,,,,
Valu-Health Pharmacy,30.855966,-29.812921,,ICPA,"Shop 7-15, Josiah Gumede Road",,,,,,,,,,,,,,,,,,,,
Verulam Pharmacy,31.047649,-29.641896,,ICPA,62 Moss Street,,,,,,,,,,,,,,,,,,,,
Wick Street Pharmacy,31.047916,-29.64367,,ICPA,Shop 2 Wick street,,,,,,,,,,,,,,,,,,,,
Winterton Pharmacy,29.537551,-28.81356,,ICPA,23 Springfield Road,,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Montcare,30.922908,-29.900807,,Spar Pharmacy,"Shop 2 Road 701, Chatsworth, Durban, 4092",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR the Bluff,31.012677,-29.911533,,Spar Pharmacy,884 Bluff Road Fynnlands Bluff,,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Essenwood,32.066082,-28.755457,,Spar Pharmacy,43 Essenwood Way Richardsbay,,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Hammersdale,30.628367,-29.802144,,Spar Pharmacy,"Shop A 29, Hammarsdale Junction, 17156 Kunene Rd, Mpumalanga, Durban, 3701",,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Port Edward,30.213304,-31.04871,,Spar Pharmacy,3 Owen Ellis Drive Port Edward,,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Ramsgate,30.35321,-30.879396,,Spar Pharmacy,Shop 7 Ramsgate Boulevard Marine Drive Ramsgate,,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Shelly Beach,30.410398,-30.80752,,Spar Pharmacy,Shop 1 Shelly Boulevard Cnr of Main & East Street Shelly Beach,,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Stanger,31.287875,-29.340118,,Spar Pharmacy,Shop 11&12 125 Balcomb St. Stanger 4450,,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Sunningdale,31.053904,-29.741703,,Spar Pharmacy,"Shop 3 & 4 Ilala Shopping Centre, Corner of Ilala and Umhlanga Rocks Drive",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Brownsdrift,31.025136,-29.806863,,Spar Pharmacy,"11 Browns Drift, Umgeni Park, Durban North, 4051",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Bridge City,30.985967,-29.725204,,Spar Pharmacy,"Bridge City Shopping Centre, 14 Street 121666, Rockford, KwaMashu, 4359",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Merrivale,30.235245,-29.51594,,Spar Pharmacy,"13 Zeederberg Rd , Merrivale , KZN",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Winkle,30.856805,-30.095016,,Spar Pharmacy,"Shop 14a DSM Mall ,10 Winklespruit Rd , Winklespruit , KZN",,,,,,,,,,,,,,,,,,,,
Pelican Pharmacy,30.911042,-29.923406,,Spar Pharmacy,262 Lenny Naidu Rd Chatsworth KZN,,,,,,,,,,,,,,,,,,,,
Medstone Pharmacy,31.071358,-29.721071,,Spar Pharmacy,"Medstone Medical Centre , Ground Floor ,Umhlanga Ridge Blvd, Umhlanga, 4319",,,,,,,,,,,,,,,,,,,,
Reservoirhills Pharmacy,30.948442,-29.805672,,Spar Pharmacy,"Shop No. 2, 300 Mountbatten Dr, Reservoir Hills, Durban, 4091",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR KwaMashu ,30.976946,-29.746813,,Spar Pharmacy,"Power Shopping Centre , 300 Malandela Rd, Kwa Mashu A, KwaMashu, 4360",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Mega City ,30.93945,-29.953461,,Spar Pharmacy,M8 Umlazi Mega City Umlazi,,,,,,,,,,,,,,,,,,,,
Pharmacy at Meerensee,32.100479,-28.781859,,Spar Pharmacy,"Shop 10 LAC Centre Marlin Mall Anglers Rd Meerensee , 3901",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Pearls,31.08676,-29.724666,,Spar Pharmacy,"A1 The Pearls Shopping Centre , Aurora Dr , Umhlanga",,,,,,,,,,,,,,,,,,,,
Onverwacht Pharmacy,27.700313,-23.686632,,Pharmacy,Shop N Sunset Point Plaza,,,,,,,,,,,,,,,,,,,,
Koedoe Pharmacy,27.739688,-23.67742,,Pharmacy,48 Jan Lee Street,,,,,,,,,,,,,,,,,,,,
Libra Pharmacy,29.45121,-23.90299,,Pharmacy,94 Landros Street,,,,,,,,,,,,,,,,,,,,
Medicare Pharmacy - Polokwane,29.4471,-23.903289,,Pharmacy,12D Rissk Street,,,,,,,,,,,,,,,,,,,,
Botlokwa Pharmacy,29.388908,-23.85533,,Pharmacy,Shop 19 ,,,,,,,,,,,,,,,,,,,,
City Centre Pharmacy,29.445768,-23.901301,,Pharmacy,Bok Street,,,,,,,,,,,,,,,,,,,,
Cure-O-Pharm Pharmacy,29.46274,-23.9092,,Pharmacy,42 Thabo Mbeki Street,,,,,,,,,,,,,,,,,,,,
Da Silva Pharmacy,29.91081,-23.03174,,Pharmacy,144 Krogh Street,,,,,,,,,,,,,,,,,,,,
Ellisras Pharmacy,27.742908,-23.667286,,Pharmacy,10 Jacobus Street,,,,,,,,,,,,,,,,,,,,
Friendly Pharmacy,29.223361,-26.484479,,Pharmacy,"Shop 1, Trichardt Road",,,,,,,,,,,,,,,,,,,,
Gazamed Pharmacy,30.682154,-23.323198,,Pharmacy,"Shop 6, Main Road",,,,,,,,,,,,,,,,,,,,
Giyani Pharmacy,30.687139,-23.309039,,Pharmacy,Shop 3A,,,,,,,,,,,,,,,,,,,,
Phodzo Pharmacy (was Goloza Family),30.447156,-22.982407,,Pharmacy,Shop 2 Yufer Centre,,,,,,,,,,,,,,,,,,,,
Goloza Pharmacy,30.462542,-22.974106,,Pharmacy,Shop No 3 ,,,,,,,,,,,,,,,,,,,,
Gomolemo Pharmacy,27.624415,-23.656256,,Pharmacy,"Shop 6, Relebogile Street",,,,,,,,,,,,,,,,,,,,
Healthy-Health Pharmacy,30.483333,-22.95,,Pharmacy,"Shop 2, Post Street",,,,,,,,,,,,,,,,,,,,
Hubyeni  Pharmacy,30.053254,-23.156498,,Pharmacy,Shop 19,,,,,,,,,,,,,,,,,,,,
Kalapeng Mankweng Pharmacy,29.700807,-23.89041,,Pharmacy,"Shop 23 Twincity Makweng Shopping Centre, R71, Mankweng, Polokwane, 0727",,,,,,,,,,,,,,,,,,,,
Kamosa Pharmacy,29.76176,-24.90708,,Pharmacy,"Shop 3 Ramaila Complex, Phokoane Village, Nebo, Polokwane",,,,,,,,,,,,,,,,,,,,
Khanimamba Pharmacy,29.541493,-24.29964,,Pharmacy,"Shop 6 Northam Shopping Centre, Thabazimbi Road, Northam, Thabazimbi, 0360",,,,,,,,,,,,,,,,,,,,
Lebowakgomo Pharmacy,29.479233,-24.316958,,Pharmacy,Shop 4,,,,,,,,,,,,,,,,,,,,
Lebowakgomo Spar Pharmacy,27.71268,-23.67258,,Pharmacy,"Shop 25 Mall @ Lebo, Cnr R518 & R579, Lebowakgomo, Lebowakgomo-BA, Lepele-Nkumpi Rural, 0737",,,,,,,,,,,,,,,,,,,,
Legae Pharmacy,30.058579,-23.160009,,Pharmacy,Shop 4a Boxer Centre,,,,,,,,,,,,,,,,,,,,
Lemana Pharmacy,31.135381,-23.950523,,Pharmacy,Shop No 15 Elim Mall,,,,,,,,,,,,,,,,,,,,
Leon Thom Pharmacy,27.248427,-25.259512,,Pharmacy,Shop 29 Pick n Pay Shopping Centre,,,,,,,,,,,,,,,,,,,,
Lesego Pharmacy,30.16266,-23.82693,,Pharmacy,"Stand 938 Unit 3, 1401 Tlhantlhagane Street, Mogwase, Rustenburg, 0314",,,,,,,,,,,,,,,,,,,,
Lombards Pharmacy,30.46321,-22.983885,,Pharmacy,16 Danie Joubert Street,,,,,,,,,,,,,,,,,,,,
M&H  Pharmacy,30.69188,-23.002673,,Pharmacy,Shop B2,,,,,,,,,,,,,,,,,,,,
Malamed Pharmacy,29.90649,-23.03919,,Pharmacy,"937, Malamulele-A",,,,,,,,,,,,,,,,,,,,
Marius Bronn Pharmacy,31.136143,-23.947764,,Pharmacy,29 Songozwi Street,,,,,,,,,,,,,,,,,,,,
Marulani Pharmacy,27.700172,-23.689742,,Pharmacy,24 Palm Avenue,,,,,,,,,,,,,,,,,,,,
Matimba Pharmacy,27.410217,-24.58827,,Pharmacy,Dopperkiaat Street,,,,,,,,,,,,,,,,,,,,
Medhof Pharmacy,30.158905,-23.828115,,Pharmacy,66 van der Bijl Street,,,,,,,,,,,,,,,,,,,,
Mediplus Pharmacy,30.03367,-22.35524,,Pharmacy,"Shop 42A, Agatha Street",,,,,,,,,,,,,,,,,,,,
Messina Pharmacy,30.461276,-22.975998,,Pharmacy,Shop No 6 Score Complex,,,,,,,,,,,,,,,,,,,,
Mutakalo Pharmacy,31.030643,-23.927895,,Pharmacy,18 Mutsindo Mall,,,,,,,,,,,,,,,,,,,,
Namakgale Pharmacy,30.300303,-23.890452,,Pharmacy,"3469 Zone B, Namakgale, Phalaborwa, 1391",,,,,,,,,,,,,,,,,,,,
Nyeleti Pharmacy,30.187036,-22.899953,,Pharmacy,"House 647 A, Bankuna Avenue",,,,,,,,,,,,,,,,,,,,
Nzhelele Pharmacy,29.484695,-23.906662,,Pharmacy,"Shop 2,3,4,5",,,,,,,,,,,,,,,,,,,,
Phalukgale Pharmacy,29.45209,-23.90947,,Pharmacy,Nyala Ave,,,,,,,,,,,,,,,,,,,,
Pharmwell Japie Visser Pharmacy,29.012212,-24.184448,,Pharmacy,17 Grobler Street,,,,,,,,,,,,,,,,,,,,
Potgietersrus Farmabond Pharmacy,28.405312,-24.699538,,Pharmacy,75 Thabo Mbeki,,,,,,,,,,,,,,,,,,,,
Protea Nylstroom Pharmacy,30.456702,-22.976233,,Pharmacy,88 Nelson Mandela Drive,,,,,,,,,,,,,,,,,,,,
Sabina Pharmacy,30.858508,-22.838723,,Pharmacy,Shop A9,,,,,,,,,,,,,,,,,,,,
Saselamani Pharmacy,29.472045,-23.892472,,Pharmacy,"Shop No 3, Saselamani Shopping Centre",,,,,,,,,,,,,,,,,,,,
Temba City Pharmacy,30.45589,-22.97436,,Pharmacy,Cnr Outspan Dr & General Maritz St,,,,,,,,,,,,,,,,,,,,
Thulamela Pharmacy,30.326088,-24.667944,,Pharmacy,Shop A3 Capricorn Plaza,,,,,,,,,,,,,,,,,,,,
Tsusanang Pharmacy,30.1619,-23.82583,,Pharmacy,Shop 163,,,,,,,,,,,,,,,,,,,,
Tzaneen Pharmacy,28.294014,-24.887134,,Pharmacy,26 Danie Joubert Street,,,,,,,,,,,,,,,,,,,,
Van Heerden - Medlin Pharmacy,28.415365,-24.708022,,Pharmacy,Cnr Marx & Potgieter Street,,,,,,,,,,,,,,,,,,,,
Van Heerden - Nylstroom Checkers Pharmacy,28.408823,-24.697412,,Pharmacy,Shop 16 Nylstroom Checkers Centre,,,,,,,,,,,,,,,,,,,,
Van Heerden - Nylstroom Scriptsavers Pharmacy,27.398534,-24.588869,,Pharmacy,Cnr Thabo Mbeki & Limpopo Street,,,,,,,,,,,,,,,,,,,,
Van Heerden - Thabazimbi Pharmacy,30.158839,-23.823036,,Pharmacy,Shop 8 Pick 'n Pay Ctr,,,,,,,,,,,,,,,,,,,,
Van Heerden - Tzaneen Pharmacy,28.291713,-24.884891,,Pharmacy,Cnr R71 & Danie Joubert,,,,,,,,,,,,,,,,,,,,
Van Heerden - Warmbad Pharmacy,29.013881,-24.182408,,Pharmacy,25 Chris Hani Way,,,,,,,,,,,,,,,,,,,,
Watts Pharmacy,29.90854,-23.04074,,Pharmacy,The Crossing Mall,,,,,,,,,,,,,,,,,,,,
Weldons Pharmacy,31.283525,-22.942186,,Pharmacy,24 Songozwi St,,,,,,,,,,,,,,,,,,,,
Zamani Pharmacy,30.45928,-22.978859,,Pharmacy,Saselemani Punda Maria Road,,,,,,,,,,,,,,,,,,,,
Makhado Pharmacy,29.904656,-23.046241,,Pharmacy,Shop 18,,,,,,,,,,,,,,,,,,,,
Vuwani Pharmacy,30.13941,-23.696763,,Pharmacy,"Shop 6 Nesengani Complex, Stand 59",,,,,,,,,,,,,,,,,,,,
Modjadji Pharmacy,27.264364,-24.955415,,Pharmacy,"Plot 166, Cnr Botha & Boltman Street",,,,,,,,,,,,,,,,,,,,
Northam Pharmacy,29.649916,-24.258546,,Pharmacy,Botha Street,,,,,,,,,,,,,,,,,,,,
Bophelomed Pharmacy,29.012212,-24.184448,,Pharmacy,Shop 15 Stand 4 Unit B (A) Phasha Shopping Centre,,,,,,,,,,,,,,,,,,,,
Farmabond  (EDMS)BPK Pharmacy,29.009304,-24.179798,,Pharmacy,"75 Thabu Mbeki, Shop 17",,,,,,,,,,,,,,,,,,,,
Mokopane Pharmacy,30.295798,-23.888913,,Pharmacy,64 Nelson Mandela Drive,,,,,,,,,,,,,,,,,,,,
Ripfumelo Pharmacy,28.115194,-24.297154,,Pharmacy,"1295a Bankuna Street, Nkowankowa, Greater Tzaneen Rural, 0870",,,,,,,,,,,,,,,,,,,,
Vaalwater Pharmacy,30.426396,-23.004651,,Pharmacy,251 Sanddrif Road,,,,,,,,,,,,,,,,,,,,
Sibasa Family Pharmacy,28.713079,-24.520324,,Pharmacy,"Shop 1, Old Post Office Road",,,,,,,,,,,,,,,,,,,,
Bron ApteekÂ + Clinic,30.326088,-24.667944,,Pharmacy,50 Thabo Mbeki Street,,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Burmed,30.184867,-22.899653,,Pharmacy,"SHOP 14, TWIN CITY CENTRE,DIRK WINTERBACH STREET BURGERSFORT",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Nzhelele,29.479233,-24.316958,,Pharmacy,"Shop 7 Nzhelele Shopping Centre, Nzhelele",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Lebowakgomo,27.700449,-23.687104,,Pharmacy,"Shop 25 Mall @ Lebo, Cnr R518 & R579, Lebowakgomo, Lebowakgomo-BA, Lepele-Nkumpi Rural, 0737",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Onverwacht,29.48544,-23.91096,,Pharmacy,"Shop N Sunset Point Plaza, Cnr Joe Slovo & Drif Road, Onverwacht, Lephalale, 0557",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Flora Park ,29.913806,-23.041941,,Pharmacy,"297 Marshall St, Flora Park, Polokwane, 0699",,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Du Toit,27.6192,-23.65508,,Pharmacy,"Cnr Trichardt & Grobler Streets, Louis Trichardt",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Marula,29.445768,-23.901301,,Pharmacy,"SHOP 6, MARAPONG,SPAR CENTRE, MARAPONG, LIMPOPO",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR City Centre,30.46321,-22.983885,,Pharmacy,"City Centre, Cnr Bok & Excelsior Street, Polokwane, Limpopo 0704    ",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Thavhani,29.095568,-26.420628,,Pharmacy,"Shop L 16 A, Thavhani Mall, Thohoyandou, Limpopo, 0950",,,,,,,,,,,,,,,,,,,,
Kinross Pharmacy,29.616591,-26.73239,,Pharmacy,20 Main Rd,,,,,,,,,,,,,,,,,,,,
Bosbok Pharmacy,29.077794,-25.188878,,Pharmacy,234 Steyn Street,,,,,,,,,,,,,,,,,,,,
Moutsiya Pharmacy,31.210952,-24.726031,,Pharmacy,573,,,,,,,,,,,,,,,,,,,,
Thulamahashe Pharmacy,31.055559,-24.844134,,Pharmacy,Thulamahashe Plaza,,,,,,,,,,,,,,,,,,,,
Bushbuckridge Pharmacy,29.233722,-25.885128,,Pharmacy,Main Road,,,,,,,,,,,,,,,,,,,,
Medi-Chem Pharmacy,29.39582,-25.17004,,Pharmacy,"c/o Beatty & OR Tambo Street, Witbank, Emalahleni, 1035",,,,,,,,,,,,,,,,,,,,
Tambotie Apteek,31.06134,-24.59516,,Pharmacy,10 Tautes Ave,,,,,,,,,,,,,,,,,,,,
Acornhoek Pharmacy,29.803397,-25.946709,,Pharmacy,Shop 3,,,,,,,,,,,,,,,,,,,,
Arnot Pharmacy,29.457497,-25.768547,,Pharmacy,"Rietkuil Business Centre, Cnr 1st Street & 11th Avenue, Rietkuil, 1097",,,,,,,,,,,,,,,,,,,,
Bambanani Pharmacy,30.326088,-24.667944,,Pharmacy,168 Cowen Ntuli Street,,,,,,,,,,,,,,,,,,,,
Burgersfort Pharmacy,30.33189,-24.68001,,Pharmacy,Shop 18,,,,,,,,,,,,,,,,,,,,
Burmed Pharmacy,30.97693,-25.46812,,Pharmacy,"Shop14, Burgersfort",,,,,,,,,,,,,,,,,,,,
Busstop Station Pharmacy,29.23662,-25.87968,,Pharmacy,22B Anderson Street ,,,,,,,,,,,,,,,,,,,,
Del Med Pharmacy,28.669901,-26.155099,,Pharmacy," 33 Geringer Street, De Judor",,,,,,,,,,,,,,,,,,,,
Delmas Pharmacy,30.459625,-25.097381,,Pharmacy,31 Sarel Cilliers Street,,,,,,,,,,,,,,,,,,,,
Downtown Lydenburg Pharmacy,30.119379,-26.070708,,Pharmacy,"Shop 10 Downtown Shopping Centre, 74 Voortrekker Road, Lydenburg, 1120",,,,,,,,,,,,,,,,,,,,
Du Preez Pharmacy,28.737128,-25.80998,,Pharmacy,28 Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Erasmus Pharmacy,29.10928,-26.47025,,Pharmacy,Botha Street,,,,,,,,,,,,,,,,,,,,
Evander Pharmacy,29.98564,-26.52339,,Pharmacy,"Shoprite Checkers Centre, Bologna Rd, Evander, 2280",,,,,,,,,,,,,,,,,,,,
